Transaction ID,Date,Time,Issue Type,Description,Amount,Sender UPI ID,Receiver UPI ID,Bank (Sender),Bank (Receiver),Resolution
TXN502841,2024-03-07,00:59:38,Server Error,Technical issue on UPI server side,2259.97,@user9161,@user9372,Yes Bank,ICICI Bank,Transaction on hold - contact bank
TXN145290,2024-11-01,17:50:29,Server Error,Technical issue on UPI server side,3016.94,@user3945,@user5214,Axis Bank,State Bank of India,Transaction on hold - contact bank
TXN943055,2024-07-07,23:51:51,Network Error,Connectivity issue during transaction,2446.45,@user4669,@user3907,HDFC Bank,Axis Bank,Transaction pending - retry later
TXN771239,2024-06-04,03:10:26,Daily Limit Reached,Sender has exceeded daily transaction limit,1203.71,@user2516,@user8272,Kotak Mahindra Bank,HDFC Bank,Transaction declined - reduce amount or try next day
TXN146200,2024-02-16,02:51:55,Insufficient Funds,Sender account balance is insufficient,4193.71,@user7669,@user6278,ICICI Bank,SBI,Transaction declined
TXN865444,2024-05-11,17:02:39,Transaction Timed Out,Transaction exceeded the time limit,1500.1,@user2381,@user7936,Kotak Mahindra Bank,Axis Bank,Transaction pending - retry later
TXN570764,2024-04-01,10:59:22,Daily Limit Reached,Sender has exceeded daily transaction limit,4904.09,@user5700,@user3068,Yes Bank,State Bank of India,Transaction declined - reduce amount or try next day
TXN763741,2024-03-04,17:06:46,Server Error,Technical issue on UPI server side,2948.37,@user6964,@user8621,Bank of Baroda,State Bank of India,Transaction on hold - contact bank
TXN137729,2024-11-03,13:28:35,Invalid UPI ID,Entered incorrect receiver UPI ID,4790.79,@user8204,@user4353,Bank of Baroda,Yes Bank,Transaction failed
TXN764467,2024-03-08,17:06:49,Server Error,Technical issue on UPI server side,4832.62,@user9125,@user9883,Kotak Mahindra Bank,State Bank of India,Transaction on hold - contact bank
TXN216867,2024-07-25,23:35:32,Transaction Timed Out,Transaction exceeded the time limit,4487.73,@user8320,@user6075,Bank of Baroda,Yes Bank,Transaction pending - retry later
TXN184173,2024-04-13,12:10:26,Server Error,Technical issue on UPI server side,2809.02,@user4106,@user5832,Kotak Mahindra Bank,SBI,Transaction on hold - contact bank
TXN511627,2024-03-03,18:58:43,Server Error,Technical issue on UPI server side,3865.76,@user2360,@user3464,ICICI Bank,SBI,Transaction on hold - contact bank
TXN981885,2024-09-11,18:45:00,Insufficient Funds,Sender account balance is insufficient,668.66,@user7628,@user1179,Axis Bank,Bank of Baroda,Transaction declined
TXN328732,2024-03-26,08:35:18,Invalid UPI ID,Entered incorrect receiver UPI ID,1751.95,@user2953,@user5182,SBI,State Bank of India,Transaction failed
TXN722127,2024-03-24,12:59:23,Invalid UPI ID,Entered incorrect receiver UPI ID,1889.34,@user9869,@user3434,HDFC Bank,SBI,Transaction failed
TXN734893,2024-07-04,22:14:23,Transaction Timed Out,Transaction exceeded the time limit,2585.97,@user7686,@user2400,HDFC Bank,Axis Bank,Transaction pending - retry later
TXN705943,2024-05-03,02:05:45,Network Error,Connectivity issue during transaction,2645.07,@user7274,@user9604,State Bank of India,Kotak Mahindra Bank,Transaction pending - retry later
TXN728506,2024-06-26,22:04:27,Invalid UPI ID,Entered incorrect receiver UPI ID,4082.72,@user5901,@user1366,Bank of Baroda,State Bank of India,Transaction failed
TXN838479,2024-10-06,22:10:31,Transaction Timed Out,Transaction exceeded the time limit,843.63,@user7417,@user8137,HDFC Bank,Kotak Mahindra Bank,Transaction pending - retry later
TXN469701,2024-11-08,01:00:52,Beneficiary Not Found,Receiver UPI ID is not registered,2465.62,@user4602,@user3015,Kotak Mahindra Bank,ICICI Bank,Transaction failed
TXN498929,2024-05-24,23:17:16,Daily Limit Reached,Sender has exceeded daily transaction limit,1138.19,@user6355,@user5889,Axis Bank,Kotak Mahindra Bank,Transaction declined - reduce amount or try next day
TXN551775,2024-08-24,01:51:50,Beneficiary Not Found,Receiver UPI ID is not registered,4920.09,@user6133,@user1193,Kotak Mahindra Bank,HDFC Bank,Transaction failed
TXN611971,2024-04-16,02:42:08,Incorrect MPIN,Invalid MPIN entered by the sender,1983.4,@user9934,@user2378,ICICI Bank,State Bank of India,Transaction failed - incorrect MPIN
TXN841399,2024-05-16,20:18:51,Incorrect MPIN,Invalid MPIN entered by the sender,4322.99,@user4885,@user2744,Axis Bank,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN829782,2024-07-26,22:52:30,Invalid UPI ID,Entered incorrect receiver UPI ID,510.12,@user9243,@user2625,HDFC Bank,Bank of Baroda,Transaction failed
TXN757824,2024-05-07,04:05:34,Insufficient Funds,Sender account balance is insufficient,4113.26,@user7888,@user5762,ICICI Bank,Bank of Baroda,Transaction declined
TXN145305,2024-08-20,10:26:31,Incorrect MPIN,Invalid MPIN entered by the sender,3171.0,@user8597,@user8004,ICICI Bank,Axis Bank,Transaction failed - incorrect MPIN
TXN148593,2024-02-08,10:32:13,Beneficiary Not Found,Receiver UPI ID is not registered,805.13,@user9326,@user3346,Yes Bank,Yes Bank,Transaction failed
TXN201499,2024-10-21,10:55:56,Server Error,Technical issue on UPI server side,1662.95,@user7136,@user9605,SBI,Axis Bank,Transaction on hold - contact bank
TXN632425,2024-02-07,13:08:09,Transaction Timed Out,Transaction exceeded the time limit,4741.23,@user8646,@user3795,SBI,State Bank of India,Transaction pending - retry later
TXN803265,2024-06-09,02:58:13,Daily Limit Reached,Sender has exceeded daily transaction limit,582.42,@user5630,@user8032,Axis Bank,HDFC Bank,Transaction declined - reduce amount or try next day
TXN951074,2024-09-08,21:26:40,Daily Limit Reached,Sender has exceeded daily transaction limit,2047.15,@user1037,@user6615,State Bank of India,SBI,Transaction declined - reduce amount or try next day
TXN330022,2024-02-10,08:47:06,Server Error,Technical issue on UPI server side,125.2,@user8193,@user5886,Yes Bank,HDFC Bank,Transaction on hold - contact bank
TXN723775,2024-06-06,08:54:25,Network Error,Connectivity issue during transaction,955.96,@user3361,@user2388,Yes Bank,State Bank of India,Transaction pending - retry later
TXN318793,2024-09-01,16:56:00,Transaction Timed Out,Transaction exceeded the time limit,1084.84,@user7449,@user6267,ICICI Bank,ICICI Bank,Transaction pending - retry later
TXN320333,2024-04-06,14:58:17,Beneficiary Not Found,Receiver UPI ID is not registered,3027.35,@user7086,@user1644,ICICI Bank,Kotak Mahindra Bank,Transaction failed
TXN649273,2024-03-25,02:47:32,Invalid UPI ID,Entered incorrect receiver UPI ID,3480.88,@user8218,@user1573,ICICI Bank,Kotak Mahindra Bank,Transaction failed
TXN988328,2024-04-28,15:15:46,Incorrect MPIN,Invalid MPIN entered by the sender,2260.6,@user1211,@user1179,ICICI Bank,Axis Bank,Transaction failed - incorrect MPIN
TXN263647,2024-07-08,07:50:42,Invalid UPI ID,Entered incorrect receiver UPI ID,130.92,@user2254,@user3691,State Bank of India,Axis Bank,Transaction failed
TXN677614,2024-09-23,04:02:02,Incorrect MPIN,Invalid MPIN entered by the sender,1642.36,@user9903,@user6781,Yes Bank,ICICI Bank,Transaction failed - incorrect MPIN
TXN625141,2024-08-27,22:43:23,Beneficiary Not Found,Receiver UPI ID is not registered,1891.45,@user7820,@user2186,HDFC Bank,Axis Bank,Transaction failed
TXN255719,2024-02-14,16:11:34,Invalid UPI ID,Entered incorrect receiver UPI ID,4790.71,@user2342,@user7223,Axis Bank,ICICI Bank,Transaction failed
TXN595267,2024-04-24,00:00:10,Transaction Timed Out,Transaction exceeded the time limit,349.92,@user4857,@user5698,Yes Bank,Axis Bank,Transaction pending - retry later
TXN868092,2024-06-08,17:17:18,Daily Limit Reached,Sender has exceeded daily transaction limit,2167.31,@user6428,@user3412,State Bank of India,Kotak Mahindra Bank,Transaction declined - reduce amount or try next day
TXN211203,2024-01-25,05:25:56,Invalid UPI ID,Entered incorrect receiver UPI ID,1114.5,@user1535,@user8471,Yes Bank,Bank of Baroda,Transaction failed
TXN146123,2024-01-29,17:29:10,Daily Limit Reached,Sender has exceeded daily transaction limit,1027.73,@user7109,@user2708,SBI,State Bank of India,Transaction declined - reduce amount or try next day
TXN871203,2024-02-09,06:04:11,Server Error,Technical issue on UPI server side,681.93,@user9784,@user9218,ICICI Bank,Axis Bank,Transaction on hold - contact bank
TXN915564,2024-07-10,22:08:22,Server Error,Technical issue on UPI server side,2147.61,@user5592,@user5533,Yes Bank,HDFC Bank,Transaction on hold - contact bank
TXN729122,2024-11-17,22:45:28,Transaction Timed Out,Transaction exceeded the time limit,3559.6,@user6167,@user7169,Bank of Baroda,ICICI Bank,Transaction pending - retry later
TXN165294,2024-01-29,03:33:00,Daily Limit Reached,Sender has exceeded daily transaction limit,1564.0,@user8709,@user3446,ICICI Bank,Bank of Baroda,Transaction declined - reduce amount or try next day
TXN292420,2024-05-01,18:57:14,Daily Limit Reached,Sender has exceeded daily transaction limit,4238.66,@user3182,@user9159,Bank of Baroda,Yes Bank,Transaction declined - reduce amount or try next day
TXN185089,2024-08-03,21:12:36,Transaction Timed Out,Transaction exceeded the time limit,4552.06,@user7181,@user9014,Axis Bank,SBI,Transaction pending - retry later
TXN567176,2024-01-30,08:05:57,Server Error,Technical issue on UPI server side,4384.18,@user7586,@user3543,Kotak Mahindra Bank,SBI,Transaction on hold - contact bank
TXN922040,2024-09-03,19:38:55,Daily Limit Reached,Sender has exceeded daily transaction limit,1782.16,@user8775,@user3696,Bank of Baroda,Yes Bank,Transaction declined - reduce amount or try next day
TXN792240,2024-04-16,00:02:32,Server Error,Technical issue on UPI server side,1596.47,@user3592,@user4197,ICICI Bank,Yes Bank,Transaction on hold - contact bank
TXN296255,2024-07-24,06:41:14,Network Error,Connectivity issue during transaction,1756.5,@user4487,@user9526,Kotak Mahindra Bank,SBI,Transaction pending - retry later
TXN584046,2024-08-08,07:41:24,Server Error,Technical issue on UPI server side,4957.99,@user5644,@user3916,Bank of Baroda,Axis Bank,Transaction on hold - contact bank
TXN664028,2024-10-14,13:47:00,Network Error,Connectivity issue during transaction,1291.33,@user6534,@user4579,Axis Bank,Bank of Baroda,Transaction pending - retry later
TXN814541,2024-06-27,14:13:35,Server Error,Technical issue on UPI server side,1440.93,@user8384,@user4136,Yes Bank,Bank of Baroda,Transaction on hold - contact bank
TXN295266,2024-09-20,18:32:58,Incorrect MPIN,Invalid MPIN entered by the sender,4862.13,@user6347,@user1658,Bank of Baroda,Axis Bank,Transaction failed - incorrect MPIN
TXN813486,2024-01-13,22:58:13,Daily Limit Reached,Sender has exceeded daily transaction limit,2435.82,@user7340,@user8467,ICICI Bank,State Bank of India,Transaction declined - reduce amount or try next day
TXN388367,2024-03-18,10:59:20,Transaction Timed Out,Transaction exceeded the time limit,3084.99,@user8858,@user4287,Axis Bank,ICICI Bank,Transaction pending - retry later
TXN847983,2024-07-05,17:11:13,Invalid UPI ID,Entered incorrect receiver UPI ID,3911.23,@user9734,@user1550,HDFC Bank,Bank of Baroda,Transaction failed
TXN486295,2024-10-18,17:28:05,Beneficiary Not Found,Receiver UPI ID is not registered,3882.39,@user3814,@user3016,Axis Bank,HDFC Bank,Transaction failed
TXN869313,2024-07-09,12:25:25,Invalid UPI ID,Entered incorrect receiver UPI ID,1416.32,@user7035,@user5100,Bank of Baroda,HDFC Bank,Transaction failed
TXN946445,2024-03-18,08:46:56,Daily Limit Reached,Sender has exceeded daily transaction limit,1827.93,@user9356,@user9644,Kotak Mahindra Bank,SBI,Transaction declined - reduce amount or try next day
TXN909538,2024-12-04,11:44:48,Beneficiary Not Found,Receiver UPI ID is not registered,557.62,@user9132,@user1027,Bank of Baroda,Kotak Mahindra Bank,Transaction failed
TXN915003,2024-02-28,07:19:22,Daily Limit Reached,Sender has exceeded daily transaction limit,195.77,@user6855,@user4728,HDFC Bank,Bank of Baroda,Transaction declined - reduce amount or try next day
TXN557214,2024-07-23,11:52:29,Server Error,Technical issue on UPI server side,2129.89,@user4053,@user6803,Yes Bank,Axis Bank,Transaction on hold - contact bank
TXN516534,2024-06-18,10:36:54,Network Error,Connectivity issue during transaction,4042.51,@user6405,@user7434,State Bank of India,ICICI Bank,Transaction pending - retry later
TXN104363,2024-09-11,14:52:50,Invalid UPI ID,Entered incorrect receiver UPI ID,48.78,@user6761,@user9227,HDFC Bank,Kotak Mahindra Bank,Transaction failed
TXN184084,2024-10-20,12:53:04,Transaction Timed Out,Transaction exceeded the time limit,3342.3,@user5722,@user5376,HDFC Bank,Axis Bank,Transaction pending - retry later
TXN735233,2024-01-16,13:20:35,Server Error,Technical issue on UPI server side,1251.11,@user5689,@user9718,SBI,SBI,Transaction on hold - contact bank
TXN926980,2024-12-09,18:57:35,Incorrect MPIN,Invalid MPIN entered by the sender,1280.32,@user9804,@user6768,State Bank of India,Yes Bank,Transaction failed - incorrect MPIN
TXN586708,2024-11-17,02:16:18,Network Error,Connectivity issue during transaction,4182.9,@user5369,@user5828,Bank of Baroda,Axis Bank,Transaction pending - retry later
TXN375062,2024-09-21,11:38:48,Insufficient Funds,Sender account balance is insufficient,4478.08,@user8129,@user2360,Bank of Baroda,HDFC Bank,Transaction declined
TXN946523,2024-05-08,07:25:24,Transaction Timed Out,Transaction exceeded the time limit,4244.08,@user3868,@user9684,ICICI Bank,State Bank of India,Transaction pending - retry later
TXN818698,2024-08-28,18:04:01,Beneficiary Not Found,Receiver UPI ID is not registered,4108.42,@user9378,@user3212,Kotak Mahindra Bank,ICICI Bank,Transaction failed
TXN621202,2024-10-10,12:43:48,Incorrect MPIN,Invalid MPIN entered by the sender,925.87,@user3963,@user6757,Yes Bank,Yes Bank,Transaction failed - incorrect MPIN
TXN273578,2024-10-12,05:43:13,Invalid UPI ID,Entered incorrect receiver UPI ID,3456.15,@user4600,@user1111,Bank of Baroda,ICICI Bank,Transaction failed
TXN942003,2024-04-06,15:00:32,Transaction Timed Out,Transaction exceeded the time limit,4139.02,@user6315,@user5944,Yes Bank,Yes Bank,Transaction pending - retry later
TXN262908,2024-03-08,01:34:32,Network Error,Connectivity issue during transaction,3919.1,@user6486,@user9485,Axis Bank,Bank of Baroda,Transaction pending - retry later
TXN149302,2024-08-03,06:12:12,Incorrect MPIN,Invalid MPIN entered by the sender,3000.25,@user8569,@user6207,Axis Bank,HDFC Bank,Transaction failed - incorrect MPIN
TXN986629,2024-06-25,14:37:24,Incorrect MPIN,Invalid MPIN entered by the sender,2907.27,@user2328,@user6012,ICICI Bank,SBI,Transaction failed - incorrect MPIN
TXN156286,2024-08-16,11:41:29,Beneficiary Not Found,Receiver UPI ID is not registered,188.97,@user4592,@user7357,State Bank of India,Axis Bank,Transaction failed
TXN418649,2024-03-02,02:05:37,Transaction Timed Out,Transaction exceeded the time limit,3375.45,@user3205,@user6222,Yes Bank,Axis Bank,Transaction pending - retry later
TXN328012,2024-07-10,01:26:47,Daily Limit Reached,Sender has exceeded daily transaction limit,2567.74,@user4376,@user7945,State Bank of India,Bank of Baroda,Transaction declined - reduce amount or try next day
TXN606048,2024-05-16,01:49:52,Transaction Timed Out,Transaction exceeded the time limit,2066.34,@user8749,@user1816,HDFC Bank,ICICI Bank,Transaction pending - retry later
TXN141222,2024-01-23,10:07:07,Insufficient Funds,Sender account balance is insufficient,4409.2,@user3814,@user9030,SBI,Yes Bank,Transaction declined
TXN903109,2024-02-07,16:25:49,Transaction Timed Out,Transaction exceeded the time limit,717.7,@user4661,@user4280,Bank of Baroda,Yes Bank,Transaction pending - retry later
TXN459113,2024-06-18,22:04:50,Server Error,Technical issue on UPI server side,4469.02,@user5353,@user9780,Bank of Baroda,Bank of Baroda,Transaction on hold - contact bank
TXN134631,2024-06-14,07:23:54,Daily Limit Reached,Sender has exceeded daily transaction limit,4066.27,@user7745,@user8237,SBI,HDFC Bank,Transaction declined - reduce amount or try next day
TXN687722,2024-05-03,02:01:56,Transaction Timed Out,Transaction exceeded the time limit,1001.91,@user6014,@user3405,Kotak Mahindra Bank,Yes Bank,Transaction pending - retry later
TXN904490,2024-05-25,02:47:05,Transaction Timed Out,Transaction exceeded the time limit,4099.27,@user2868,@user4776,HDFC Bank,Yes Bank,Transaction pending - retry later
TXN325484,2024-01-30,16:43:23,Server Error,Technical issue on UPI server side,3737.64,@user6739,@user3353,Axis Bank,ICICI Bank,Transaction on hold - contact bank
TXN271581,2024-03-17,02:27:47,Insufficient Funds,Sender account balance is insufficient,3387.12,@user3702,@user4478,HDFC Bank,Axis Bank,Transaction declined
TXN695919,2024-05-22,03:36:57,Beneficiary Not Found,Receiver UPI ID is not registered,4878.2,@user1033,@user1078,SBI,Bank of Baroda,Transaction failed
TXN214012,2024-09-25,03:20:45,Transaction Timed Out,Transaction exceeded the time limit,3616.96,@user6916,@user1561,Kotak Mahindra Bank,ICICI Bank,Transaction pending - retry later
